"","X1_1","Question","Answer","Speaker"
"2308",396,"
									   وما الحكم إذا كان المنسي السورة فقط ؟ 
","
									   الحال فيها كما في الفاتحة .
","الحكيم"
"2309",404,"
									    هل الواو في   ( وأشهد أن محمداً عبده ورسوله ) أثناء التشهد تركه عمداً أو سهواً مبطل للصلاة ؟ 
","
									   لا يؤثر في بطلان الصلاة ، لكن الأولى الإتيان بها .
","الحكيم"
"2310",406,"
									   إذا شك المصلي في الصلاة الرباعية وهو يجهل أحكام الشك والسهو وأكمل صلاته ، ثم أعادها ثانية ، فهل تبرئ ذمته ؟
","
									   نعم تبرئ ذمته .
","الحكيم"
"2311",407,"
									   أنا كثير النسيان ، وغالباً ما أصلي وأنا ألبس جلدا مدبوغاً من دولة أجنبية سهواً مني ، وأضطرّ لأن أعيد الصلاة ، وقال لي أحدهم أنه لا يجب أن أعيد الصلاة إذا كنت كثير النسيان ، فما هو الحكم بالضبط ؟
","
									   لا تجب عليك الإعادة ما دمت ناسياً .
","الحكيم"
"2312",410,"
									   هل يجوز الإتيان بسجدتي السهو بعد الإتيان بالمنافيات ؟ 
","
									   الأحوط وجوباً عدم الفصل بين الصلاة وبين سجود السهو بمنافيات الصلاة ، لكن لو جاء بالمنافيات لم يسقط وجوب سجود السهو ويصح منه .
","الحكيم"
"2313",412,"
									   هل تؤثر الزيادة في الكلام سهواً في الصلاة المستحبة ؟ وهل يترتب عليها السهو ؟
","
									   لا يجب سجود السهو وإن كان الأحوط استحباباً .
","الحكيم"
"2314",417,"
									   فإن كان مجموع أيام سفره طيلة العام أكثر من أربعة أشهر بين سفر ضروري وغيره ، كالواجبات العرضية ، أو السفر المندوب ، أو السياحي ، أو العمل ، أو مراجعة الدوائر الرسمية ، وبغض النظر عن قيد مكوث العشرة أيام في بلد ، هل يطلق عليه عنوان كثير السفر ؟
","
									    الملاك عندنا في كثرة السفر كون السفر حالة طبيعية واعتيادية للمكلف ، والظاهر عدم انطباق ذلك على الشخص المذكور .
","الحكيم"
"2315",418,"
									   فيما لو كان الحكم التمام في الصلاة ، فما هو الحكم لو انتهت فترة العمل الديني ومكث أياماً للنزهة والسياحة ، أو خرج أثناء عمله هذا أياماً لمنطقة أخرى لغرض شخصي ورجع ؟
","
									   يقصّر .
","الحكيم"
"2316",419,"
									   طالب علم وخطيب حسيني يعمل من أجل تحصيل قوته ومعاشه ، يخرج من بلده طيلة شهر رمضان المبارك وشهري محرم وصفر ، بل وزيادة كأيام الفاطمية وغيرها من المناسبات ، ما هو حكم صلاته وصيامه وهو بهذا الحال ؟
","
									   يقصر ويفطر ، ما لم ينو الإقامة عشرة أيام أو يمكث ثلاثين يوماً .
","الحكيم"
"2317",420,"
									   ما حكم السائق من أهل النجف - مثلاً - إذا كان يعمل على طريق ( النجف - بغداد ) خمسة أيام في الأسبوع ، وهو يمكث في بغداد ساعة مثلاً ، فهل يقصر في بغداد  أو في الطريق ؟ أو لا ؟
","
									   يتم في السفر المذكور في بغداد وفي الطريق .
","الحكيم"
"2318",421,"
									   إذا كان الإنسان يعمل في السفر ثلاثة أو أربعة أيام في الأسبوع ، ويستغرق مكثه في تلك المدينة ست ساعات ، ويقضي ثلاث أو أربع ساعات في الطريق ، فهل يقصر أو يُتم في هذه الأيام ؟ 
","
									   إذا كان سفره ثلاثة أيام قصّر ، وإذا كان أربعة أيام أتمّ ، وإن كان الأحوط استحباباً له الجمع بينه وبين القصر .
","الحكيم"
"2319",423,"
									   أرجو توضيح ضابطة مبدأ المسافة في المدن الكبيرة ، وأنه متى يكون مبدأ حسابها ؟ وكيف نفترض انفصال محلات المدينة الواحدة في الوضع المعاشي ؟ هل بلحاظ التسوق اليومي ؟ أو بلحاظ مجموع الروابط بين المحلات ؟ خاصة أن احتياجات أهل المدن الكبيرة لبعضهم معقدة ، مثلاً قد لا يوجد أطباء أخصائيون في محلة ، أو تتقدم بعض حوائج المكائن والسيارات في المحلة ، أو لضعف الروابط الاجتماعية بين أهل المدينة الكبيرة الواحدة ، فهل يكفي هذا أو نحوه في جعل مبدأ حساب المسافة لتقصير الصلاة هو طرف المحلة ؟ الرجاء توضيح الضابطة بتفصيل .
","
									   يقصد من ذلك اكتفاء الشخص بما في محلته في وضعه المعاشي العام ، بحيث يكون خروجه عنها حالة استثنائية ، نظير السفر ، ويختلف ذلك باختلاف الأشخاص ، فمن يكثر من القيام بالواجبات الاجتماعية في كل أنحاء مدينته الكبيرة تكون المدينة كلها وطناً له ، ومن يقتصر في واجباته على محلته ولا يحتاج إلى أطراف المدينة في سائر شؤونه تكون محلته وطناً له دون أطرافها ، والمرجع في ذلك إلى العرف .
","الحكيم"
"2320",425,"
									   وإذا كان عمله الأول في وطنه وأرسل من عمله لمسافة سفر لإنجاز عمل له علاقة بعمله الأول فما الحكم ؟ وهل يكون لمرّات الخروج عدد معين كالثلاث والأكثر بحيث يصدق عليه أن عمله في السفر ؟
","
									   لا بُدَّ من تكرر السفر منه بحيث يكون السفر منه مقتضى وضعه الطبيعي المتعارف في حياته ، ولا يكون حالة خاصة استثنائية ، وذلك بأن يقارب سفره حضره أو يزيد على حضره .
","الحكيم"
